X Density
0.005 2.999999998
0.015 2.999999997
0.025 2.999999994
0.035 2.99999999
0.045 2.999999984
0.055 2.999999974
0.065 2.999999959
0.075 2.999999934
0.085 2.999999896
0.095 2.999999837
0.105 2.999999747
0.115 2.99999961
0.125 2.999999404
0.135 2.999999096
0.145 2.999998639
0.155 2.999997964
0.165 2.999996976
0.175 2.999995537
0.185 2.999993458
0.195 2.999990472
0.205 2.99998621
0.215 2.999980168
0.225 2.999971657
0.235 2.999959741
0.245 2.999943163
0.255 2.999920246
0.265 2.99988876
0.275 2.999845769
0.285 2.999787434
0.295 2.999708764
0.305 2.999603325
0.315 2.999462875
0.325 2.999276938
0.335 2.99903229
0.345 2.998712367
0.355 2.99829657
0.365 2.997759478
0.375 2.997069961
0.385 2.996190186
0.395 2.995074541
0.405 2.993668472
0.415 2.991907262
0.425 2.989714775
0.435 2.987002202
0.445 2.98366685
0.455 2.979591041
0.465 2.974641158
0.475 2.968666943
0.485 2.961501089
0.495 2.952959237
0.505 2.942840439
0.515 2.930928174
0.525 2.916991997
0.535 2.900789858
0.545 2.882071161
0.555 2.860580561
0.565 2.8360625
0.575 2.80826645
0.585 2.776952771
0.595 2.741899101
0.605 2.702907106
0.615 2.65980943
0.625 2.612476636
0.635 2.560823884
0.645 2.504817137
0.655 2.444478602
0.665 2.379891194
0.675 2.31120177
0.685 2.238622952
0.695 2.162433379
0.705 2.082976276
0.715 2.000656313
0.725 1.915934755
0.735 1.82932301
0.745 1.741374714
0.755 1.652676578
0.765 1.563838253
0.775 1.475481527
0.785 1.388229193
0.795 1.302693909
0.805 1.219467425
0.815 1.139110464
0.825 1.062143569
0.835 0.9890391272
0.845 0.9202147593
0.855 0.8560281517
0.865 0.7967733144
0.875 0.7426780548
0.885 0.6939021121
0.895 0.6505346304
0.905 0.6125879146
0.915 0.5799800367
0.925 0.5524897614
0.935 0.5296378478
0.945 0.5104197886
0.955 0.4925213546
0.965 0.4711709981
0.975 0.4323974649
0.985 0.3587229891
0.995 0.1248411075
1.005 -1.875158892
