X Density
0.005 2.999991898
0.015 2.999985789
0.025 2.99997619
0.035 2.999960914
0.045 2.999936937
0.055 2.999899838
0.065 2.999843214
0.075 2.999757904
0.085 2.999630985
0.095 2.999444456
0.105 2.99917357
0.115 2.998784748
0.125 2.998233032
0.135 2.99745902
0.145 2.996385278
0.155 2.994912245
0.165 2.992913682
0.175 2.990231789
0.185 2.986672184
0.195 2.981999005
0.205 2.97593048
0.215 2.968135424
0.225 2.95823113
0.235 2.945783231
0.245 2.930308093
0.255 2.911278263
0.265 2.888131428
0.275 2.860283197
0.285 2.827143775
0.295 2.788138397
0.305 2.742731003
0.315 2.690450384
0.325 2.630917637
0.335 2.563873512
0.345 2.489204023
0.355 2.406962541
0.365 2.31738665
0.375 2.220908181
0.385 2.118155149
0.395 2.0099448
0.405 1.897267491
0.415 1.781261782
0.425 1.663181745
0.435 1.544358086
0.445 1.426155166
0.455 1.309926344
0.465 1.196970213
0.475 1.088490236
0.485 0.9855600352
0.495 0.8890961446
0.505 0.7998394559
0.515 0.7183459314
0.525 0.644986474
0.535 0.5799552061
0.545 0.5232848607
0.555 0.4748675843
0.565 0.4344792091
0.575 0.4018049864
0.585 0.3764648763
0.595 0.3580367374
0.605 0.3460761192
0.615 0.3401317937
0.625 0.339756623
0.635 0.3445138041
0.645 0.3539789349
0.655 0.3677386576
0.665 0.3853868637
0.675 0.4065195524
0.685 0.4307294426
0.695 0.4576013442
0.705 0.4867091157
0.715 0.5176147969
0.725 0.5498702282
0.735 0.5830211838
0.745 0.6166137732
0.755 0.6502026354
0.765 0.6833602762
0.775 0.7156867927
0.785 0.7468192007
0.795 0.7764396213
0.805 0.8042816904
0.815 0.8301347125
0.825 0.8538452635
0.835 0.8753161523
0.845 0.8945028364
0.855 0.9114075538
0.865 0.926071547
0.875 0.938565811
0.885 0.9489807561
0.895 0.9574150099
0.905 0.9639631888
0.915 0.9687016582
0.925 0.971669854
0.935 0.9728410518
0.945 0.9720737234
0.955 0.969005164
0.965 0.9629179742
0.975 0.9520706648
0.985 0.9344950722
0.995 0.8982263539
1.005 -1.101773646
