X Density
0.005 2.98114096
0.015 2.967959657
0.025 2.948664605
0.035 2.920640033
0.045 2.881217512
0.055 2.827540573
0.065 2.75677703
0.075 2.66643418
0.085 2.554730525
0.095 2.420973243
0.105 2.265875876
0.115 2.091746533
0.125 1.902488665
0.135 1.703384707
0.145 1.500672994
0.155 1.300971148
0.165 1.110633356
0.175 0.9351449939
0.185 0.7786508107
0.195 0.6436842766
0.205 0.5311235058
0.215 0.4403548576
0.225 0.3695899888
0.235 0.3162632595
0.245 0.277435948
0.255 0.2501484805
0.265 0.2316852294
0.275 0.2197410301
0.285 0.21249853
0.295 0.2086376254
0.305 0.2073021477
0.315 0.2080462455
0.325 0.2107761394
0.335 0.2156947334
0.345 0.2232490525
0.355 0.2340751214
0.365 0.2489325543
0.375 0.2686221622
0.385 0.2938841353
0.395 0.3252810544
0.405 0.3630776371
0.415 0.4071356347
0.425 0.456845379
0.435 0.5111133342
0.445 0.5684171058
0.455 0.6269269202
0.465 0.6846785258
0.475 0.7397706109
0.485 0.7905537193
0.495 0.8357792215
0.505 0.8746858204
0.515 0.9070147646
0.525 0.9329595382
0.535 0.9530674583
0.545 0.9681167793
0.555 0.9789929184
0.565 0.9865824345
0.575 0.9916956868
0.585 0.9950211417
0.595 0.997107985
0.605 0.9983699663
0.615 0.9991022509
0.625 0.9995038255
0.635 0.9996998185
0.645 0.9997601299
0.655 0.9997124907
0.665 0.9995492524
0.675 0.9992278665
0.685 0.9986653347
0.695 0.9977271488
0.705 0.996211638
0.715 0.9938313922
0.725 0.9901945956
0.735 0.9847905916
0.745 0.9769854648
0.755 0.9660343407
0.765 0.9511167624
0.775 0.9313992668
0.785 0.9061248347
0.795 0.8747225541
0.805 0.8369237441
0.815 0.792864835
0.825 0.7431546733
0.835 0.6888863841
0.845 0.6315820291
0.855 0.5730708312
0.865 0.5153157842
0.875 0.4602151418
0.885 0.4094108981
0.895 0.3641335551
0.905 0.3251006692
0.915 0.2924657358
0.925 0.2657845189
0.935 0.2439071587
0.945 0.224652987
0.955 0.2036624619
0.965 0.17267176
0.975 0.1089631305
0.985 -0.01528799811
0.995 -0.397103291
1.005 -2.397103291
