X Density
0.005 2.999999863
0.015 2.999999759
0.025 2.999999592
0.035 2.999999324
0.045 2.999998896
0.055 2.99999822
0.065 2.999997166
0.075 2.999995539
0.085 2.999993052
0.095 2.999989289
0.105 2.999983646
0.115 2.999975262
0.125 2.999962917
0.135 2.999944897
0.145 2.999918819
0.155 2.999881398
0.165 2.999828148
0.175 2.999752999
0.185 2.999647811
0.195 2.999501773
0.205 2.999300655
0.215 2.999025908
0.225 2.998653575
0.235 2.998153019
0.245 2.997485426
0.255 2.996602121
0.265 2.995442657
0.275 2.993932736
0.285 2.991981978
0.295 2.989481602
0.305 2.986302094
0.315 2.982290973
0.325 2.97727078
0.335 2.971037437
0.345 2.963359157
0.355 2.953976086
0.365 2.942600875
0.375 2.928920371
0.385 2.912598592
0.395 2.893281151
0.405 2.87060119
0.415 2.844186893
0.425 2.813670504
0.435 2.778698742
0.445 2.738944364
0.455 2.694118577
0.465 2.643983854
0.475 2.588366675
0.485 2.527169635
0.495 2.46038231
0.505 2.388090297
0.515 2.310481858
0.525 2.227851674
0.535 2.140601321
0.545 2.04923622
0.555 1.954358977
0.565 1.856659199
0.575 1.756900077
0.585 1.65590218
0.595 1.554525077
0.605 1.453647506
0.615 1.35414692
0.625 1.256879242
0.635 1.162659669
0.645 1.072245275
0.655 0.9863200713
0.665 0.9054830225
0.675 0.830239338
0.685 0.76099518
0.695 0.6980557375
0.705 0.6416264426
0.715 0.5918169597
0.725 0.548647463
0.735 0.5120566471
0.745 0.481910885
0.755 0.4580139614
0.765 0.4401168565
0.775 0.4279271408
0.785 0.4211176391
0.795 0.4193341382
0.805 0.4222020294
0.815 0.4293318804
0.825 0.4403240276
0.835 0.454772343
0.845 0.4722673788
0.855 0.4923991008
0.865 0.5147594106
0.875 0.5389446018
0.885 0.5645578025
0.895 0.5912112561
0.905 0.618527902
0.915 0.6461406964
0.925 0.6736859976
0.935 0.7007796261
0.945 0.7269567596
0.955 0.7514680545
0.965 0.7729791092
0.975 0.7874890462
0.985 0.7901244443
0.995 0.7399844212
1.005 -1.260015579
