X Density
0.005 2.999999917
0.015 2.999999854
0.025 2.999999754
0.035 2.999999591
0.045 2.999999332
0.055 2.999998921
0.065 2.99999828
0.075 2.999997287
0.085 2.999995766
0.095 2.999993458
0.105 2.999989988
0.115 2.999984817
0.125 2.999977176
0.135 2.999965984
0.145 2.999949727
0.155 2.999926304
0.165 2.999892831
0.175 2.999845381
0.185 2.999778651
0.195 2.999685547
0.205 2.999556659
0.215 2.999379627
0.225 2.999138348
0.235 2.998812048
0.245 2.998374163
0.255 2.997791047
0.265 2.997020485
0.275 2.99601002
0.285 2.994695095
0.295 2.992997062
0.305 2.990821064
0.315 2.988053886
0.325 2.984561838
0.335 2.980188773
0.345 2.974754375
0.355 2.968052861
0.365 2.959852243
0.375 2.949894339
0.385 2.937895697
0.395 2.923549599
0.405 2.90652929
0.415 2.886492542
0.425 2.863087629
0.435 2.835960709
0.445 2.804764561
0.455 2.76916852
0.465 2.728869398
0.475 2.683603066
0.485 2.633156308
0.495 2.577378489
0.505 2.516192536
0.515 2.449604679
0.525 2.377712443
0.535 2.300710388
0.545 2.218893166
0.555 2.132655569
0.565 2.042489359
0.575 1.948976835
0.585 1.85278121
0.595 1.754634092
0.605 1.655320444
0.615 1.555661612
0.625 1.45649703
0.635 1.358665368
0.645 1.262985841
0.655 1.170240432
0.665 1.081157711
0.675 0.9963988205
0.685 0.9165460881
0.695 0.842094567
0.705 0.7734466448
0.715 0.7109096964
0.725 0.6546966055
0.735 0.6049288496
0.745 0.5616417394
0.755 0.5247913366
0.765 0.4942625416
0.775 0.4698778478
0.785 0.4514062963
0.795 0.4385722283
0.805 0.4310635173
0.815 0.4285390577
0.825 0.4306353849
0.835 0.436972393
0.845 0.4471581975
0.855 0.4607932454
0.865 0.4774738105
0.875 0.4967950024
0.885 0.5183533458
0.895 0.5417487857
0.905 0.5665854808
0.915 0.5924694236
0.925 0.6189980937
0.935 0.6457271813
0.945 0.67208946
0.955 0.6971258921
0.965 0.7190885892
0.975 0.7327545448
0.985 0.7317137403
0.995 0.6635466908
1.005 -1.336453309
