X Density
0.005 2.918859943
0.015 2.864826305
0.025 2.78935313
0.035 2.686358998
0.045 2.552149307
0.055 2.385341159
0.065 2.187629871
0.075 1.964215707
0.085 1.72360741
0.095 1.476731264
0.105 1.235479105
0.115 1.011009532
0.125 0.8122039523
0.135 0.6446341206
0.145 0.5102371725
0.155 0.4076828152
0.165 0.3332364264
0.175 0.2818305783
0.185 0.2480704678
0.195 0.2269879616
0.205 0.2144752552
0.215 0.20742758
0.225 0.203680643
0.235 0.2018412224
0.245 0.2010922309
0.255 0.2010242879
0.265 0.2015180011
0.275 0.2026811819
0.285 0.204833375
0.295 0.2085233066
0.305 0.2145596917
0.315 0.2240304807
0.325 0.2382811051
0.335 0.2588223421
0.345 0.2871481571
0.355 0.3244666776
0.365 0.3713813371
0.375 0.4275943724
0.385 0.491725229
0.395 0.5613264252
0.405 0.633133598
0.415 0.7035162329
0.425 0.7690273176
0.435 0.8269134508
0.445 0.8754590125
0.455 0.9140940094
0.465 0.9432706743
0.475 0.9641778715
0.485 0.9783928762
0.495 0.9875628239
0.505 0.9931747628
0.515 0.9964324532
0.525 0.9982256765
0.535 0.9991612897
0.545 0.9996236734
0.555 0.9998398652
0.565 0.9999352111
0.575 0.9999743798
0.585 0.9999882814
0.595 0.999989924
0.605 0.9999825499
0.615 0.9999625759
0.625 0.9999186806
0.635 0.9998271822
0.645 0.9996427913
0.655 0.9992829628
0.665 0.9986036089
0.675 0.9973642704
0.685 0.9951826094
0.695 0.9914819565
0.705 0.9854419194
0.715 0.9759699728
0.725 0.9617190102
0.735 0.9411776835
0.745 0.9128518475
0.755 0.8755333228
0.765 0.8286186627
0.775 0.7724056274
0.785 0.7082747704
0.795 0.6386735732
0.805 0.5668663971
0.815 0.4964837522
0.825 0.4309726383
0.835 0.3730864209
0.845 0.3245406201
0.855 0.2859049533
0.865 0.2567264412
0.875 0.2358142249
0.885 0.2215857831
0.895 0.2123803694
0.905 0.2066761527
0.915 0.2031813736
0.925 0.2007877093
0.935 0.1983439781
0.945 0.1941645537
0.955 0.1847187569
0.965 0.1627703287
0.975 0.1067725281
0.985 -0.009989171979
0.995 -0.3830318846
1.005 -2.383031885
