X Density
0.005 2.999999707
0.015 2.999999484
0.025 2.999999131
0.035 2.99999856
0.045 2.999997653
0.055 2.999996225
0.065 2.999994004
0.075 2.999990588
0.085 2.999985387
0.095 2.99997755
0.105 2.999965855
0.115 2.999948566
0.125 2.999923246
0.135 2.999886499
0.145 2.999833646
0.155 2.999758297
0.165 2.999651812
0.175 2.999502627
0.185 2.999295408
0.195 2.999010028
0.205 2.998620331
0.215 2.998092671
0.225 2.997384203
0.235 2.996440937
0.245 2.995195551
0.255 2.993564997
0.265 2.99144795
0.275 2.988722156
0.285 2.98524181
0.295 2.98083506
0.305 2.975301825
0.315 2.968412102
0.325 2.959904974
0.335 2.949488555
0.345 2.936841094
0.355 2.921613466
0.365 2.903433236
0.375 2.881910456
0.385 2.856645264
0.395 2.827237292
0.405 2.793296769
0.415 2.75445711
0.425 2.710388654
0.435 2.660813085
0.445 2.605517994
0.455 2.544370922
0.465 2.477332194
0.475 2.404465817
0.485 2.325947764
0.495 2.242071014
0.505 2.153246854
0.515 2.060002117
0.525 1.962972203
0.535 1.862889977
0.545 1.760570837
0.555 1.656894488
0.565 1.552784133
0.575 1.449183959
0.585 1.347035891
0.595 1.247256633
0.605 1.150715994
0.615 1.058217412
0.625 0.9704814379
0.635 0.8881327758
0.645 0.8116912231
0.655 0.7415666552
0.665 0.6780579413
0.675 0.621355481
0.685 0.5715468682
0.695 0.5286250588
0.705 0.492498341
0.715 0.4630013809
0.725 0.4399066471
0.735 0.4229355931
0.745 0.4117690885
0.755 0.4060567267
0.765 0.4054247863
0.775 0.4094827697
0.785 0.4178285762
0.795 0.4300524779
0.805 0.4457401451
0.815 0.4644750151
0.825 0.4858403088
0.835 0.5094209779
0.845 0.5348058158
0.855 0.5615898924
0.865 0.5893773904
0.875 0.6177848171
0.885 0.6464444546
0.895 0.6750077582
0.905 0.7031481503
0.915 0.7305620386
0.925 0.7569656143
0.935 0.7820802322
0.945 0.8055947384
0.955 0.8270367089
0.965 0.8455848079
0.975 0.8587355379
0.985 0.8634868924
0.995 0.8334347705
1.005 -1.166565229
