X Density
0.005 2.999890997
0.015 2.999809866
0.025 2.999683904
0.035 2.999486451
0.045 2.999182037
0.055 2.99872064
0.065 2.998032646
0.075 2.997022858
0.085 2.995563374
0.095 2.993485434
0.105 2.990570419
0.115 2.986540401
0.125 2.981048856
0.135 2.973672344
0.145 2.963904234
0.155 2.951151696
0.165 2.934737316
0.175 2.913906694
0.185 2.887843218
0.195 2.855690872
0.205 2.816585418
0.215 2.769693566
0.225 2.714258894
0.235 2.649652385
0.245 2.575424523
0.255 2.49135522
0.265 2.397497328
0.275 2.294209459
0.285 2.182174193
0.295 2.0623986
0.305 1.936195291
0.315 1.805143799
0.325 1.671033866
0.335 1.535793941
0.345 1.401409673
0.355 1.269838245
0.365 1.142924867
0.375 1.022327599
0.385 0.9094558717
0.395 0.8054267624
0.405 0.7110413949
0.415 0.6267819592
0.425 0.5528280459
0.435 0.489089412
0.445 0.4352511272
0.455 0.3908263557
0.465 0.3552118568
0.475 0.3277415799
0.485 0.3077344141
0.495 0.2945331028
0.505 0.2875324352
0.515 0.2861959432
0.525 0.2900613861
0.535 0.2987361974
0.545 0.311884775
0.555 0.3292099728
0.565 0.3504314085
0.575 0.3752632332
0.585 0.4033938422
0.595 0.4344696511
0.605 0.4680845666
0.615 0.5037761659
0.625 0.5410289261
0.635 0.579284163
0.645 0.6179557015
0.655 0.6564497807
0.665 0.6941873275
0.675 0.7306265621
0.685 0.7652839338
0.695 0.7977516228
0.705 0.8277102401
0.715 0.854935874
0.725 0.879301192
0.735 0.9007708536
0.745 0.9193919566
0.755 0.9352805837
0.765 0.9486057162
0.775 0.9595718278
0.785 0.9684013844
0.795 0.9753182874
0.805 0.9805330534
0.815 0.9842302508
0.825 0.9865584728
0.835 0.9876229258
0.845 0.9874805692
0.855 0.9861376579
0.865 0.983549473
0.875 0.9796219261
0.885 0.9742144783
0.895 0.9671432006
0.905 0.9581814303
0.915 0.9470523346
0.925 0.933401711
0.935 0.916722967
0.945 0.8961919659
0.955 0.8702335464
0.965 0.8359249499
0.975 0.7859302687
0.985 0.7116291011
0.995 0.5590602671
1.005 -1.440939733
