X Density
0.005 2.999970463
0.015 2.999948318
0.025 2.999913707
0.035 2.999858991
0.045 2.999773788
0.055 2.999643147
0.065 2.999445781
0.075 2.999151825
0.085 2.998720004
0.095 2.998094129
0.105 2.997198862
0.115 2.995934727
0.125 2.994172412
0.135 2.991746462
0.145 2.988448606
0.155 2.984021012
0.165 2.978149972
0.175 2.970460592
0.185 2.960513214
0.195 2.947802386
0.205 2.931759231
0.215 2.911758044
0.225 2.88712782
0.235 2.85716921
0.245 2.821177054
0.255 2.778468242
0.265 2.728414123
0.275 2.670476191
0.285 2.604243215
0.295 2.529467558
0.305 2.446098125
0.315 2.354307242
0.325 2.254508909
0.335 2.147366234
0.345 2.033786483
0.355 1.914903013
0.365 1.792044348
0.375 1.666691666
0.385 1.540426975
0.395 1.41487506
0.405 1.291642874
0.415 1.17226029
0.425 1.05812606
0.435 0.9504623625
0.445 0.8502806151
0.455 0.7583602488
0.465 0.6752410652
0.475 0.6012287193
0.485 0.5364118695
0.495 0.4806887399
0.505 0.4338002848
0.515 0.3953668872
0.525 0.3649255378
0.535 0.3419647288
0.545 0.3259547836
0.555 0.316371975
0.565 0.3127154958
0.575 0.3145170513
0.585 0.3213435045
0.595 0.3327935528
0.605 0.3484898319
0.615 0.3680680998
0.625 0.391165249
0.635 0.4174078318
0.645 0.4464025868
0.655 0.4777301346
0.665 0.5109426223
0.675 0.5455656498
0.685 0.5811043717
0.695 0.6170532557
0.705 0.6529086366
0.715 0.6881829605
0.725 0.7224194825
0.735 0.7552061742
0.745 0.7861877042
0.755 0.8150745622
0.765 0.8416486784
0.775 0.8657652083
0.785 0.8873504791
0.795 0.906396393
0.805 0.9229518245
0.815 0.9371117238
0.825 0.9490047285
0.835 0.9587801012
0.845 0.9665947523
0.855 0.9726009941
0.865 0.9769355066
0.875 0.9797097803
0.885 0.9810020011
0.895 0.9808498686
0.905 0.9792430092
0.915 0.9761119565
0.925 0.97130764
0.935 0.9645572813
0.945 0.955376145
0.955 0.9428495114
0.965 0.925344211
0.975 0.8990421979
0.985 0.8595784834
0.995 0.7809657546
1.005 -1.219034245
