X Density
0.005 2.999999989
0.015 2.99999998
0.025 2.999999967
0.035 2.999999945
0.045 2.99999991
0.055 2.999999853
0.065 2.999999765
0.075 2.999999627
0.085 2.999999414
0.095 2.999999088
0.105 2.999998593
0.115 2.999997847
0.125 2.999996732
0.135 2.999995079
0.145 2.999992646
0.155 2.999989093
0.165 2.999983941
0.175 2.999976524
0.185 2.999965924
0.195 2.999950881
0.205 2.999929683
0.215 2.999900019
0.225 2.999858796
0.235 2.999801904
0.245 2.999723925
0.255 2.999617773
0.265 2.999474254
0.275 2.999281532
0.285 2.999024493
0.295 2.998683993
0.305 2.998235984
0.315 2.997650503
0.325 2.996890535
0.335 2.995910745
0.345 2.994656078
0.355 2.993060278
0.365 2.991044316
0.375 2.988514798
0.385 2.985362392
0.395 2.981460345
0.405 2.976663171
0.415 2.970805604
0.425 2.963701915
0.435 2.955145706
0.445 2.944910304
0.455 2.932749846
0.465 2.918401183
0.475 2.901586665
0.485 2.882017892
0.495 2.859400451
0.505 2.833439626
0.515 2.803847048
0.525 2.770348155
0.535 2.732690331
0.545 2.690651498
0.555 2.644048913
0.565 2.592747873
0.575 2.536669985
0.585 2.475800677
0.595 2.410195569
0.605 2.339985404
0.615 2.265379209
0.625 2.186665467
0.635 2.104211103
0.645 2.018458205
0.655 1.929918472
0.665 1.839165502
0.675 1.746825094
0.685 1.653563876
0.695 1.560076602
0.705 1.467072573
0.715 1.37526162
0.725 1.285340159
0.735 1.197977782
0.745 1.113804838
0.755 1.033401383
0.765 0.9572878244
0.775 0.8859174922
0.785 0.8196712609
0.795 0.75885427
0.805 0.7036946841
0.815 0.6543443536
0.825 0.6108811675
0.835 0.5733128362
0.845 0.5415818044
0.855 0.5155709712
0.865 0.4951098715
0.875 0.4799809235
0.885 0.4699252009
0.895 0.464646768
0.905 0.4638135375
0.915 0.4670496346
0.925 0.4739078539
0.935 0.4837888419
0.945 0.4957518888
0.955 0.5079295767
0.965 0.5166651672
0.975 0.5111307709
0.985 0.477842762
0.995 0.3145589071
1.005 -1.685441093
