X Density
0.005 2.999858227
0.015 2.999752881
0.025 2.999589578
0.035 2.999334094
0.045 2.998941132
0.055 2.998347128
0.065 2.997464116
0.075 2.996172539
0.085 2.994312887
0.095 2.9916763
0.105 2.98799452
0.115 2.982929744
0.125 2.976065225
0.135 2.966897705
0.145 2.954832985
0.155 2.939186123
0.165 2.919187753
0.175 2.893997934
0.185 2.862728591
0.195 2.824475065
0.205 2.77835656
0.215 2.723564309
0.225 2.659415282
0.235 2.585408249
0.245 2.501278136
0.255 2.407044051
0.265 2.303046216
0.275 2.189967378
0.285 2.068835162
0.295 1.94100325
0.305 1.80811102
0.315 1.672023258
0.325 1.534753531
0.335 1.398376474
0.345 1.264935454
0.355 1.136352617
0.365 1.014348157
0.375 0.9003747269
0.385 0.7955714246
0.395 0.7007398845
0.405 0.6163428868
0.415 0.5425239001
0.425 0.479144236
0.435 0.4258332362
0.445 0.3820462078
0.455 0.3471246958
0.465 0.3203540793
0.475 0.3010142847
0.485 0.2884205008
0.495 0.2819519995
0.505 0.2810683905
0.515 0.2853137572
0.525 0.2943100612
0.535 0.3077419281
0.545 0.3253354037
0.555 0.3468335199
0.565 0.3719715205
0.575 0.4004544073
0.585 0.431939083
0.595 0.4660228298
0.605 0.5022392036
0.615 0.5400616888
0.625 0.5789147186
0.635 0.6181909663
0.645 0.6572732379
0.655 0.6955588963
0.665 0.7324845563
0.675 0.7675488437
0.685 0.8003312788
0.695 0.8305058053
0.705 0.8578480671
0.715 0.8822361687
0.725 0.9036452657
0.735 0.9221368419
0.745 0.9378439028
0.755 0.9509535102
0.765 0.9616881114
0.775 0.9702869909
0.785 0.9769889411
0.795 0.9820169521
0.805 0.9855654169
0.815 0.9877900731
0.825 0.9888006915
0.835 0.9886563873
0.845 0.9873633692
0.855 0.9848749309
0.865 0.981093486
0.875 0.9758743791
0.885 0.9690309407
0.895 0.9603395567
0.905 0.9495419526
0.915 0.9363383218
0.925 0.9203581467
0.935 0.9010769502
0.945 0.8776308341
0.955 0.848325606
0.965 0.8099565435
0.975 0.754306381
0.985 0.6716515166
0.995 0.5004005103
1.005 -1.49959949
