X Density
0.005 2.989284033
0.015 2.9817019
0.025 2.9704729
0.035 2.953912349
0.045 2.930180018
0.055 2.897150621
0.065 2.852488493
0.075 2.793795892
0.085 2.71882367
0.095 2.625730981
0.105 2.513367895
0.115 2.381542749
0.125 2.231228982
0.135 2.064667152
0.145 1.885328611
0.155 1.69772713
0.165 1.507090432
0.175 1.318929628
0.185 1.138564834
0.195 0.9706746964
0.205 0.8189334861
0.215 0.6857827916
0.225 0.5723596925
0.235 0.4785756755
0.245 0.4033167844
0.255 0.3447202943
0.265 0.3004786543
0.275 0.2681267964
0.285 0.2452811623
0.295 0.2298139519
0.305 0.2199603177
0.315 0.2143668053
0.325 0.2120950387
0.335 0.2125956618
0.345 0.2156650175
0.355 0.2213926107
0.365 0.2301026847
0.375 0.2422895804
0.385 0.2585448128
0.395 0.2794743437
0.405 0.3056071481
0.415 0.3373001598
0.425 0.3746489105
0.435 0.4174162977
0.445 0.4649926733
0.455 0.5163980427
0.465 0.5703315934
0.475 0.625265952
0.485 0.6795752115
0.495 0.7316789353
0.505 0.7801808594
0.515 0.8239818839
0.525 0.8623520083
0.535 0.8949538535
0.545 0.9218193185
0.555 0.9432886441
0.565 0.9599260947
0.575 0.9724279111
0.585 0.9815364107
0.595 0.9879700961
0.605 0.9923747253
0.615 0.9952957072
0.625 0.9971687861
0.635 0.9983240744
0.645 0.9989980165
0.655 0.9993484018
0.665 0.9994686436
0.675 0.9993987737
0.685 0.9991317144
0.695 0.9986142703
0.705 0.9977429767
0.715 0.9963555434
0.725 0.9942192888
0.735 0.9910187291
0.745 0.9863453736
0.755 0.9796936256
0.765 0.9704672412
0.775 0.9580006896
0.785 0.9415986351
0.795 0.9205944053
0.805 0.8944247752
0.815 0.8627141573
0.825 0.8253571922
0.835 0.7825859269
0.845 0.7350073547
0.855 0.6835997696
0.865 0.6296621123
0.875 0.5747182544
0.885 0.5203861148
0.895 0.4682271425
0.905 0.4195923199
0.915 0.3754727377
0.925 0.3363428725
0.935 0.3019297706
0.945 0.2707873362
0.955 0.2390885988
0.965 0.1988830587
0.975 0.1276609696
0.985 -0.00237316627
0.995 -0.3860459701
1.005 -2.38604597
