X Density
0.005 2.997311028
0.015 2.995366236
0.025 2.99242596
0.035 2.987971574
0.045 2.981378082
0.055 2.971846145
0.065 2.958380453
0.075 2.939783252
0.085 2.914666225
0.095 2.881486216
0.105 2.838609169
0.115 2.784404012
0.125 2.717364306
0.135 2.636250731
0.145 2.540242484
0.155 2.429081339
0.165 2.303189548
0.175 2.163742757
0.185 2.012682278
0.195 1.85265731
0.205 1.686896363
0.215 1.519016915
0.225 1.35279144
0.235 1.191894845
0.245 1.039661429
0.255 0.898878334
0.265 0.7716370642
0.275 0.659256159
0.285 0.5622781036
0.295 0.4805338467
0.305 0.4132605256
0.315 0.3592532673
0.325 0.3170306235
0.335 0.2849949927
0.345 0.2615734306
0.355 0.2453294295
0.365 0.235041434
0.375 0.2297482125
0.385 0.2287642164
0.395 0.2316696586
0.405 0.2382804699
0.415 0.2486029835
0.425 0.2627776438
0.435 0.2810156329
0.445 0.3035322795
0.455 0.3304814709
0.465 0.3618958278
0.475 0.3976378162
0.485 0.4373668918
0.495 0.4805269324
0.505 0.5263565057
0.515 0.5739220568
0.525 0.622171238
0.535 0.6700008268
0.545 0.7163315469
0.555 0.7601810607
0.565 0.8007267017
0.575 0.8373511228
0.585 0.8696666523
0.595 0.8975172795
0.605 0.9209602406
0.615 0.9402316229
0.625 0.9557018893
0.635 0.9678276079
0.645 0.9771050524
0.655 0.9840299859
0.665 0.9890662161
0.675 0.9926237644
0.685 0.9950460213
0.695 0.9966042261
0.705 0.9974970739
0.715 0.9978531726
0.725 0.9977343505
0.735 0.9971383412
0.745 0.9960000218
0.755 0.9941910913
0.765 0.9915187568
0.775 0.9877246141
0.785 0.9824853964
0.795 0.9754175615
0.805 0.9660877087
0.815 0.9540304911
0.825 0.9387749556
0.835 0.9198791088
0.845 0.8969710518
0.855 0.8697934175
0.865 0.8382463292
0.875 0.8024229092
0.885 0.7626306466
0.895 0.7193914549
0.905 0.6734121864
0.915 0.6255129968
0.925 0.5764898438
0.935 0.5268468833
0.945 0.4762949894
0.955 0.4225042024
0.965 0.3593531663
0.975 0.2675312456
0.985 0.122672629
0.995 -0.2449407632
1.005 -2.244940763
