X Density
0.005 2.999989515
0.015 2.999981617
0.025 2.99996922
0.035 2.999949514
0.045 2.999918629
0.055 2.999870922
0.065 2.99979824
0.075 2.999688968
0.085 2.999526776
0.095 2.999289008
0.105 2.998944659
0.115 2.998451863
0.125 2.997754855
0.135 2.99678037
0.145 2.995433487
0.155 2.993592961
0.165 2.991106153
0.175 2.987783734
0.185 2.983394422
0.195 2.97766012
0.205 2.970251882
0.215 2.960787239
0.225 2.948829476
0.235 2.933889461
0.245 2.915430628
0.255 2.892877616
0.265 2.865628941
0.275 2.833073852
0.285 2.794613246
0.295 2.749684191
0.305 2.697787248
0.315 2.638515404
0.325 2.57158314
0.335 2.496853861
0.345 2.414363799
0.355 2.324340506
0.365 2.227214186
0.375 2.123620462
0.385 2.014393661
0.395 1.900550276
0.405 1.783262975
0.415 1.663826212
0.425 1.543615147
0.435 1.424040132
0.445 1.306499368
0.455 1.192332546
0.465 1.082778171
0.475 0.9789370155
0.485 0.8817436573
0.495 0.7919473977
0.505 0.7101031665
0.515 0.636572243
0.525 0.5715319428
0.535 0.514992824
0.545 0.4668215344
0.555 0.4267671748
0.565 0.3944889956
0.575 0.3695833716
0.585 0.3516082877
0.595 0.3401039698
0.605 0.3346087715
0.615 0.3346699354
0.625 0.3398493253
0.635 0.349724658
0.645 0.363887097
0.655 0.3819363037
0.665 0.4034741501
0.675 0.4280982962
0.685 0.455396721
0.695 0.4849440967
0.705 0.5163006292
0.715 0.5490136851
0.725 0.5826222112
0.735 0.616663659
0.745 0.6506828771
0.755 0.6842422476
0.765 0.7169322319
0.775 0.7483814664
0.785 0.778265599
0.795 0.8063141795
0.805 0.8323150934
0.815 0.8561162362
0.825 0.8776243474
0.835 0.8968011304
0.845 0.9136569671
0.855 0.928242668
0.865 0.9406397714
0.875 0.9509499047
0.885 0.9592836204
0.895 0.9657488713
0.905 0.970438807
0.915 0.9734175981
0.925 0.9747012977
0.935 0.9742264279
0.945 0.9717957205
0.955 0.9669561034
0.965 0.9588438344
0.975 0.9454070779
0.985 0.9243245561
0.995 0.8817332643
1.005 -1.118266736
