X Density
0.005 2.999999986
0.015 2.999999975
0.025 2.999999958
0.035 2.999999929
0.045 2.999999884
0.055 2.999999812
0.065 2.999999699
0.075 2.999999522
0.085 2.99999925
0.095 2.999998834
0.105 2.999998202
0.115 2.999997251
0.125 2.999995833
0.135 2.999993732
0.145 2.999990645
0.155 2.999986143
0.165 2.999979627
0.175 2.999970262
0.185 2.999956901
0.195 2.999937978
0.205 2.999911364
0.215 2.9998742
0.225 2.999822666
0.235 2.999751706
0.245 2.999654675
0.255 2.999522914
0.265 2.999345226
0.275 2.999107254
0.285 2.998790738
0.295 2.998372645
0.305 2.997824165
0.315 2.99710957
0.325 2.99618493
0.335 2.994996708
0.345 2.993480235
0.355 2.991558104
0.365 2.989138522
0.375 2.98611367
0.385 2.982358135
0.395 2.977727505
0.405 2.972057216
0.415 2.965161754
0.425 2.956834338
0.435 2.94684719
0.445 2.934952525
0.455 2.920884354
0.465 2.904361216
0.475 2.885089892
0.485 2.862770144
0.495 2.837100492
0.505 2.807784959
0.515 2.774540699
0.525 2.737106345
0.535 2.69525087
0.545 2.648782686
0.555 2.597558691
0.565 2.541492898
0.575 2.480564296
0.585 2.414823572
0.595 2.344398336
0.605 2.269496542
0.615 2.190407826
0.625 2.107502587
0.635 2.021228701
0.645 1.932105863
0.655 1.840717658
0.665 1.747701576
0.675 1.653737245
0.685 1.559533298
0.695 1.465813301
0.705 1.37330124
0.715 1.282707093
0.725 1.194712963
0.735 1.109960268
0.745 1.029038372
0.755 0.9524750083
0.765 0.8807287164
0.775 0.8141834416
0.785 0.7531453212
0.795 0.6978415973
0.805 0.6484215006
0.815 0.6049588777
0.825 0.5674562835
0.835 0.5358502208
0.845 0.5100171988
0.855 0.4897802771
0.865 0.4749157648
0.875 0.4651597188
0.885 0.4602137669
0.895 0.4597494156
0.905 0.463409016
0.915 0.4707988234
0.925 0.4814636605
0.935 0.4948122184
0.945 0.5099417388
0.955 0.5250920817
0.965 0.5368407758
0.975 0.53503732
0.985 0.5070537886
0.995 0.3563585215
1.005 -1.643641478
