X Density
0.005 2.607404936
0.015 2.376408892
0.025 2.091946405
0.035 1.765479414
0.045 1.423344047
0.055 1.096779243
0.065 0.8131983857
0.075 0.5892886693
0.085 0.428571931
0.095 0.3237109509
0.105 0.2615272145
0.115 0.2280258873
0.125 0.2116454361
0.135 0.2043908613
0.145 0.2014906996
0.155 0.200450225
0.165 0.2001185617
0.175 0.2000264883
0.185 0.2000057852
0.195 0.200004911
0.205 0.2000135191
0.215 0.2000387871
0.225 0.2001064935
0.235 0.2002803883
0.245 0.2007069477
0.255 0.2017023474
0.265 0.2039033578
0.275 0.2084945975
0.285 0.2174850084
0.295 0.2339202762
0.305 0.2618002541
0.315 0.3054032664
0.325 0.3678567176
0.335 0.4492641516
0.345 0.5453238426
0.355 0.6475497414
0.365 0.7454558101
0.375 0.8297843274
0.385 0.8951206924
0.395 0.9406888444
0.405 0.9693194852
0.415 0.9855325366
0.425 0.9938056615
0.435 0.9976047562
0.445 0.9991701056
0.455 0.999745615
0.465 0.9999325532
0.475 0.9999852348
0.485 0.999997651
0.495 0.9999998824
0.505 1.000000085
0.515 1.000000039
0.525 1.000000009
0.535 0.9999999981
0.545 0.9999999874
0.555 0.9999999562
0.565 0.9999998531
0.575 0.9999995217
0.585 0.9999984897
0.595 0.9999953834
0.605 0.9999863634
0.615 0.9999611523
0.625 0.9998934901
0.635 0.9997196089
0.645 0.9992930521
0.655 0.9982976527
0.665 0.9960966423
0.675 0.9915054025
0.685 0.9825149916
0.695 0.9660797238
0.705 0.9381997459
0.715 0.8945967336
0.725 0.8321432824
0.735 0.7507358484
0.745 0.6546761574
0.755 0.5524502586
0.765 0.4545441899
0.775 0.3702156726
0.785 0.3048793076
0.795 0.2593111556
0.805 0.2306805147
0.815 0.214467463
0.825 0.2061943368
0.835 0.2023952375
0.845 0.2008298707
0.855 0.2002542982
0.865 0.2000671369
0.875 0.2000136841
0.885 0.1999986709
0.895 0.1999879106
0.905 0.1999604734
0.915 0.1998756946
0.925 0.1996198353
0.935 0.1988635166
0.945 0.1967209614
0.955 0.1906542966
0.965 0.1748240797
0.975 0.1299249527
0.985 0.03149835218
0.995 -0.3086439121
1.005 -2.308643912
